Category.Field.ID	Description	Participants	Total.item.count..includes.1.or.more.visits.	new_col_name	link	value_to_detect	date_col	field_category
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a7_Duration_spent_answering_each_puzzle_._Instance_1_._Array_7		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a7_Duration_spent_answering_each_puzzle_._Instance_1_._Array_7		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a2_Duration_spent_answering_each_puzzle_._Instance_1_._Array_2		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a14_Duration_spent_answering_each_puzzle_._Instance_1_._Array_14		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a0_Duration_spent_answering_each_puzzle_._Instance_1_._Array_0		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a11_Duration_spent_answering_each_puzzle_._Instance_1_._Array_11		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a11_Duration_spent_answering_each_puzzle_._Instance_1_._Array_11		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a11_Duration_spent_answering_each_puzzle_._Instance_1_._Array_11		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a11_Duration_spent_answering_each_puzzle_._Instance_1_._Array_11		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a11_Duration_spent_answering_each_puzzle_._Instance_1_._Array_11		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
20763	Duration spent answering each puzzle	174581	2142531	p20763_Date_first_reported_gt.90._a11_Duration_spent_answering_each_puzzle_._Instance_1_._Array_11		gt.90%	p20765_When_matrices_puzzle_completed	Online follow-up:Cognitive function online:Matrix pattern completion
