p26618_i2	Volume of Paralaminar-nucleus (right hemisphere) | Instance 2
p26685_i2	Volume of Pc (left hemisphere) | Instance 2
p26708_i2	Volume of Pc (right hemisphere) | Instance 2
p26674_i2	Volume of Pf (left hemisphere) | Instance 2
p26698_i2	Volume of Pf (right hemisphere) | Instance 2
p26717_i2	Volume of Pons (whole brain) | Instance 2
p26683_i2	Volume of Pt (left hemisphere) | Instance 2
p26709_i2	Volume of Pt (right hemisphere) | Instance 2
p26672_i2	Volume of PuA (left hemisphere) | Instance 2
p26696_i2	Volume of PuA (right hemisphere) | Instance 2
p26666_i2	Volume of PuI (left hemisphere) | Instance 2
p26690_i2	Volume of PuI (right hemisphere) | Instance 2
p26682_i2	Volume of PuL (left hemisphere) | Instance 2
p26705_i2	Volume of PuL (right hemisphere) | Instance 2
p26667_i2	Volume of PuM (left hemisphere) | Instance 2
p26691_i2	Volume of PuM (right hemisphere) | Instance 2
p26718_i2	Volume of SCP (whole brain) | Instance 2
p26678_i2	Volume of VA (left hemisphere) | Instance 2
p26701_i2	Volume of VA (right hemisphere) | Instance 2
p26675_i2	Volume of VAmc (left hemisphere) | Instance 2
p26699_i2	Volume of VAmc (right hemisphere) | Instance 2
p26671_i2	Volume of VLa (left hemisphere) | Instance 2
p26695_i2	Volume of VLa (right hemisphere) | Instance 2
p26686_i2	Volume of VLp (left hemisphere) | Instance 2
p26707_i2	Volume of VLp (right hemisphere) | Instance 2
p26680_i2	Volume of VM (left hemisphere) | Instance 2
p26704_i2	Volume of VM (right hemisphere) | Instance 2
p26669_i2	Volume of VPL (left hemisphere) | Instance 2
p26693_i2	Volume of VPL (right hemisphere) | Instance 2
p26609_i2	Volume of Whole-amygdala (left hemisphere) | Instance 2
p26619_i2	Volume of Whole-amygdala (right hemisphere) | Instance 2
p26720_i2	Volume of Whole-brainstem (whole brain) | Instance 2
p26639_i2	Volume of Whole-hippocampal-body (left hemisphere) | Instance 2
p26661_i2	Volume of Whole-hippocampal-body (right hemisphere) | Instance 2
p26640_i2	Volume of Whole-hippocampal-head (left hemisphere) | Instance 2
p26662_i2	Volume of Whole-hippocampal-head (right hemisphere) | Instance 2
p26641_i2	Volume of Whole-hippocampus (left hemisphere) | Instance 2
p26663_i2	Volume of Whole-hippocampus (right hemisphere) | Instance 2
p26714_i2	Volume of Whole-thalamus (left hemisphere) | Instance 2
p26715_i2	Volume of Whole-thalamus (right hemisphere) | Instance 2
p26636_i2	Volume of fimbria (left hemisphere) | Instance 2
p26658_i2	Volume of fimbria (right hemisphere) | Instance 2
p26624_i2	Volume of hippocampal-fissure (left hemisphere) | Instance 2
p26646_i2	Volume of hippocampal-fissure (right hemisphere) | Instance 2
p26630_i2	Volume of molecular-layer-HP-body (left hemisphere) | Instance 2
p26652_i2	Volume of molecular-layer-HP-body (right hemisphere) | Instance 2
p26629_i2	Volume of molecular-layer-HP-head (left hemisphere) | Instance 2
p26651_i2	Volume of molecular-layer-HP-head (right hemisphere) | Instance 2
p26628_i2	Volume of parasubiculum (left hemisphere) | Instance 2
p26650_i2	Volume of parasubiculum (right hemisphere) | Instance 2
p26627_i2	Volume of presubiculum-body (left hemisphere) | Instance 2
p26649_i2	Volume of presubiculum-body (right hemisphere) | Instance 2
p26625_i2	Volume of presubiculum-head (left hemisphere) | Instance 2
p26647_i2	Volume of presubiculum-head (right hemisphere) | Instance 2
p26621_i2	Volume of subiculum-body (left hemisphere) | Instance 2
p26643_i2	Volume of subiculum-body (right hemisphere) | Instance 2
p26623_i2	Volume of subiculum-head (left hemisphere) | Instance 2
p26645_i2	Volume of subiculum-head (right hemisphere) | Instance 2
p25925_i2	Intensity scaling for T1 | Instance 2
p26500_i2	T2-FLAIR used (in addition to T1) to run FreeSurfer | Instance 2
p25733_i2	Amount of warping applied to non-linearly align T1 brain image to standard-space | Instance 2
p25731_i2	Discrepancy between T1 brain image and standard-space brain template (linearly-aligned) | Instance 2
p25732_i2	Discrepancy between T1 brain image and standard-space brain template (nonlinearly-aligned) | Instance 2
p25735_i2	Inverted contrast-to-noise ratio in T1 | Instance 2
p25734_i2	Inverted signal-to-noise ratio in T1 | Instance 2
p25000_i2	Volumetric scaling from T1 head image to standard space | Instance 2
p25010_i2	Volume of brain, grey+white matter | Instance 2
p25009_i2	Volume of brain, grey+white matter (normalised for head size) | Instance 2
p25008_i2	Volume of white matter | Instance 2
p25007_i2	Volume of white matter (normalised for head size) | Instance 2
p25006_i2	Volume of grey matter | Instance 2
p25005_i2	Volume of grey matter (normalised for head size) | Instance 2
p25002_i2	Volume of peripheral cortical grey matter | Instance 2
p25001_i2	Volume of peripheral cortical grey matter (normalised for head size) | Instance 2
p25004_i2	Volume of ventricular cerebrospinal fluid | Instance 2
p25003_i2	Volume of ventricular cerebrospinal fluid (normalised for head size) | Instance 2
p25025_i2	Volume of brain stem + 4th ventricle | Instance 2
p25756_i2	Scanner lateral (X) brain position | Instance 2
p25757_i2	Scanner transverse (Y) brain position | Instance 2
p25758_i2	Scanner longitudinal (Z) brain position | Instance 2
p25759_i2	Scanner table position | Instance 2
p25926_i2	Intensity scaling for T2_FLAIR | Instance 2
p24486_i2	Total volume of deep white matter hyperintensities | Instance 2
p24485_i2	Total volume of peri-ventricular white matter hyperintensities | Instance 2
p25781_i2	Total volume of white matter hyperintensities (from T1 and T2_FLAIR images) | Instance 2
p25736_i2	Discrepancy between T2 FLAIR brain image and T1 brain image | Instance 2
p24405_i2	Mean ATT in Caudate (left) | Instance 2
p24404_i2	Mean ATT in Caudate (right) | Instance 2
p24388_i2	Mean ATT in Cerebellum in grey matter (left) | Instance 2
p24387_i2	Mean ATT in Cerebellum in grey matter (right) | Instance 2
p24390_i2	Mean ATT in Frontal Lobe in grey matter (left) | Instance 2
p24389_i2	Mean ATT in Frontal Lobe in grey matter (right) | Instance 2
p24398_i2	Mean ATT in Internal Carotid Artery vascular territory in grey matter (left) | Instance 2
p24397_i2	Mean ATT in Internal Carotid Artery vascular territory in grey matter (right) | Instance 2
p24392_i2	Mean ATT in Occipital Lobe in grey matter (left) | Instance 2
p24391_i2	Mean ATT in Occipital Lobe in grey matter (right) | Instance 2
p24394_i2	Mean ATT in Parietal Lobe in grey matter (left) | Instance 2
p24393_i2	Mean ATT in Parietal Lobe in grey matter (right) | Instance 2
p24407_i2	Mean ATT in Putamen (left) | Instance 2
p24406_i2	Mean ATT in Putamen (right) | Instance 2
p24396_i2	Mean ATT in Temporal Lobe in grey matter (left) | Instance 2
p24395_i2	Mean ATT in Temporal Lobe in grey matter (right) | Instance 2
p24409_i2	Mean ATT in Thalamus (left) | Instance 2
p24408_i2	Mean ATT in Thalamus (right) | Instance 2
p24399_i2	Mean ATT in VertebroBasilar Arteries vascular territories in grey matter | Instance 2
p24402_i2	Mean ATT in cerebrum in white matter (left) | Instance 2
p24403_i2	Mean ATT in cerebrum in white matter (right) | Instance 2
p24401_i2	Mean ATT in cerebrum in white matter and >50% cerebral partial volume | Instance 2
p24386_i2	Mean ATT in cortex in grey matter | Instance 2
p24385_i2	Mean ATT in whole brain in grey matter | Instance 2
p24400_i2	Mean ATT in whole brain in white matter | Instance 2
p24380_i2	Mean CBF in Caudate (left) | Instance 2
p24379_i2	Mean CBF in Caudate (right) | Instance 2
p24363_i2	Mean CBF in Cerebellum in grey matter (left) | Instance 2
p24362_i2	Mean CBF in Cerebellum in grey matter (right) | Instance 2
p24365_i2	Mean CBF in Frontal Lobe in grey matter (left) | Instance 2
p24364_i2	Mean CBF in Frontal Lobe in grey matter (right) | Instance 2
p24373_i2	Mean CBF in Internal Carotid Artery vascular territory in grey matter (left) | Instance 2
p24372_i2	Mean CBF in Internal Carotid Artery vascular territory in grey matter (right) | Instance 2
p24367_i2	Mean CBF in Occipital Lobe in grey matter (left) | Instance 2
p24366_i2	Mean CBF in Occipital Lobe in grey matter (right) | Instance 2
p24369_i2	Mean CBF in Parietal Lobe in grey matter (left) | Instance 2
p24368_i2	Mean CBF in Parietal Lobe in grey matter (right) | Instance 2
p24382_i2	Mean CBF in Putamen (left) | Instance 2
p24381_i2	Mean CBF in Putamen (right) | Instance 2
p24371_i2	Mean CBF in Temporal Lobe in grey matter (left) | Instance 2
p24370_i2	Mean CBF in Temporal Lobe in grey matter (right) | Instance 2
p24384_i2	Mean CBF in Thalamus (left) | Instance 2
p24383_i2	Mean CBF in Thalamus (right) | Instance 2
p24374_i2	Mean CBF in VertebroBasilar Arteries vascular territories in grey matter | Instance 2
p24377_i2	Mean CBF in cerebrum in white matter (left) | Instance 2
p24378_i2	Mean CBF in cerebrum in white matter (right) | Instance 2
p24376_i2	Mean CBF in cerebrum in white matter and >50% cerebral partial volume | Instance 2
p24361_i2	Mean CBF in cortex in grey matter | Instance 2
p24360_i2	Mean CBF in whole brain in grey matter | Instance 2
p24375_i2	Mean CBF in whole brain in white matter | Instance 2
p24446_i2	90th percentile of absolute head motion from tfMRI  | Instance 2
p24449_i2	90th percentile of relative head motion from tfMRI  | Instance 2
p25924_i2	Echo Time for tfMRI | Instance 2
p25930_i2	Intensity scaling for tfMRI | Instance 2
p24444_i2	Mean absolute head motion from tfMRI  | Instance 2
p24447_i2	Mean relative head motion from tfMRI  | Instance 2
p24445_i2	Median absolute head motion from tfMRI  | Instance 2
p24448_i2	Median relative head motion from tfMRI  | Instance 2
p25740_i2	Discrepancy between tfMRI brain image and T1 brain image | Instance 2
p12651_i2	Duration of eprime test | Instance 2
p12706_i2	Eprime error flag | Instance 2
p25767_i2	90th percentile of BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 2
p25763_i2	90th percentile of BOLD effect (in group-defined mask) for faces activation | Instance 2
p25761_i2	90th percentile of BOLD effect (in group-defined mask) for shapes activation | Instance 2
p25765_i2	90th percentile of BOLD effect (in group-defined mask) for faces-shapes contrast | Instance 2
p25768_i2	90th percentile of z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 2
p25764_i2	90th percentile of z-statistic (in group-defined mask) for faces activation | Instance 2
p25762_i2	90th percentile of z-statistic (in group-defined mask) for shapes activation | Instance 2
p25766_i2	90th percentile of z-statistic (in group-defined mask) for faces-shapes contrast | Instance 2
p25745_i2	Inverted temporal signal-to-noise ratio in pre-processed tfMRI | Instance 2
p25742_i2	Mean tfMRI head motion, averaged across space and time points | Instance 2
p25052_i2	Median BOLD effect (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 2
p25044_i2	Median BOLD effect (in group-defined mask) for faces activation | Instance 2
p25040_i2	Median BOLD effect (in group-defined mask) for shapes activation | Instance 2
p25048_i2	Median BOLD effect (in group-defined mask) for faces-shapes contrast | Instance 2
p25054_i2	Median z-statistic (in group-defined amygdala activation mask) for faces-shapes contrast | Instance 2
p25046_i2	Median z-statistic (in group-defined mask) for faces activation | Instance 2
p25042_i2	Median z-statistic (in group-defined mask) for shapes activation | Instance 2
p25050_i2	Median z-statistic (in group-defined mask) for faces-shapes contrast | Instance 2
p12139_i2	Believed safe to perform brain MRI scan | Instance 2
p12187_i2	Brain MRI measuring method | Instance 2
p12188_i2	Operator indicated brain MRI measurement completed | Instance 2
p24452_i2	90th percentile of absolute head motion from dMRI  | Instance 2
p24455_i2	90th percentile of relative head motion from dMRI  | Instance 2
p25921_i2	Increased search space in eddy current estimation used for dMRI | Instance 2
p25928_i2	Intensity scaling for dMRI | Instance 2
p24450_i2	Mean absolute head motion from dMRI  | Instance 2
p24453_i2	Mean relative head motion from dMRI  | Instance 2
p24451_i2	Median absolute head motion from dMRI  | Instance 2
p24454_i2	Median relative head motion from dMRI  | Instance 2
p24456_i2	Number of slices that Eddy estimated to be outliers in dMRI data | Instance 2
p25922_i2	Standard deviation of apparent translation in the Y axis as measured by eddy | Instance 2
p25737_i2	Discrepancy between dMRI brain image and T1 brain image | Instance 2
p25746_i2	Number of dMRI outlier slices detected and corrected | Instance 2
p25079_i2	Mean FA in anterior corona radiata on FA skeleton (left) | Instance 2
p25078_i2	Mean FA in anterior corona radiata on FA skeleton (right) | Instance 2
p25073_i2	Mean FA in anterior limb of internal capsule on FA skeleton (left) | Instance 2
p25072_i2	Mean FA in anterior limb of internal capsule on FA skeleton (right) | Instance 2
p25059_i2	Mean FA in body of corpus callosum on FA skeleton | Instance 2
p25071_i2	Mean FA in cerebral peduncle on FA skeleton (left) | Instance 2
p25070_i2	Mean FA in cerebral peduncle on FA skeleton (right) | Instance 2
p25091_i2	Mean FA in cingulum cingulate gyrus on FA skeleton (left) | Instance 2
p25090_i2	Mean FA in cingulum cingulate gyrus on FA skeleton (right) | Instance 2
p25093_i2	Mean FA in cingulum hippocampus on FA skeleton (left) | Instance 2
p25092_i2	Mean FA in cingulum hippocampus on FA skeleton (right) | Instance 2
p25063_i2	Mean FA in corticospinal tract on FA skeleton (left) | Instance 2
p25062_i2	Mean FA in corticospinal tract on FA skeleton (right) | Instance 2
p25089_i2	Mean FA in external capsule on FA skeleton (left) | Instance 2
p25088_i2	Mean FA in external capsule on FA skeleton (right) | Instance 2
p25095_i2	Mean FA in fornix cres+stria terminalis on FA skeleton (left) | Instance 2
p25094_i2	Mean FA in fornix cres+stria terminalis on FA skeleton (right) | Instance 2
p25061_i2	Mean FA in fornix on FA skeleton | Instance 2
p25058_i2	Mean FA in genu of corpus callosum on FA skeleton | Instance 2
p25067_i2	Mean FA in inferior cerebellar peduncle on FA skeleton (left) | Instance 2
p25066_i2	Mean FA in inferior cerebellar peduncle on FA skeleton (right) | Instance 2
p25065_i2	Mean FA in medial lemniscus on FA skeleton (left) | Instance 2
p25064_i2	Mean FA in medial lemniscus on FA skeleton (right) | Instance 2
p25056_i2	Mean FA in middle cerebellar peduncle on FA skeleton | Instance 2
p25057_i2	Mean FA in pontine crossing tract on FA skeleton | Instance 2
p25083_i2	Mean FA in posterior corona radiata on FA skeleton (left) | Instance 2
p25082_i2	Mean FA in posterior corona radiata on FA skeleton (right) | Instance 2
p25075_i2	Mean FA in posterior limb of internal capsule on FA skeleton (left) | Instance 2
p25074_i2	Mean FA in posterior limb of internal capsule on FA skeleton (right) | Instance 2
p25085_i2	Mean FA in posterior thalamic radiation on FA skeleton (left) | Instance 2
p25084_i2	Mean FA in posterior thalamic radiation on FA skeleton (right) | Instance 2
p25077_i2	Mean FA in retrolenticular part of internal capsule on FA skeleton (left) | Instance 2
p25076_i2	Mean FA in retrolenticular part of internal capsule on FA skeleton (right) | Instance 2
p25087_i2	Mean FA in sagittal stratum on FA skeleton (left) | Instance 2
p25086_i2	Mean FA in sagittal stratum on FA skeleton (right) | Instance 2
p25060_i2	Mean FA in splenium of corpus callosum on FA skeleton | Instance 2
p25069_i2	Mean FA in superior cerebellar peduncle on FA skeleton (left) | Instance 2
p25068_i2	Mean FA in superior cerebellar peduncle on FA skeleton (right) | Instance 2
p25081_i2	Mean FA in superior corona radiata on FA skeleton (left) | Instance 2
p25080_i2	Mean FA in superior corona radiata on FA skeleton (right) | Instance 2
p25099_i2	Mean FA in superior fronto-occipital fasciculus on FA skeleton (left) | Instance 2
p25098_i2	Mean FA in superior fronto-occipital fasciculus on FA skeleton (right) | Instance 2
p25097_i2	Mean FA in superior longitudinal fasciculus on FA skeleton (left) | Instance 2
p25096_i2	Mean FA in superior longitudinal fasciculus on FA skeleton (right) | Instance 2
p25103_i2	Mean FA in tapetum on FA skeleton (left) | Instance 2
p25102_i2	Mean FA in tapetum on FA skeleton (right) | Instance 2
p25101_i2	Mean FA in uncinate fasciculus on FA skeleton (left) | Instance 2
p25100_i2	Mean FA in uncinate fasciculus on FA skeleton (right) | Instance 2
p25367_i2	Mean ICVF in anterior corona radiata on FA skeleton (left) | Instance 2
p25366_i2	Mean ICVF in anterior corona radiata on FA skeleton (right) | Instance 2
p25361_i2	Mean ICVF in anterior limb of internal capsule on FA skeleton (left) | Instance 2
p25360_i2	Mean ICVF in anterior limb of internal capsule on FA skeleton (right) | Instance 2
p25347_i2	Mean ICVF in body of corpus callosum on FA skeleton | Instance 2
p25359_i2	Mean ICVF in cerebral peduncle on FA skeleton (left) | Instance 2
p25358_i2	Mean ICVF in cerebral peduncle on FA skeleton (right) | Instance 2
p25379_i2	Mean ICVF in cingulum cingulate gyrus on FA skeleton (left) | Instance 2
p25378_i2	Mean ICVF in cingulum cingulate gyrus on FA skeleton (right) | Instance 2
p25381_i2	Mean ICVF in cingulum hippocampus on FA skeleton (left) | Instance 2
p25380_i2	Mean ICVF in cingulum hippocampus on FA skeleton (right) | Instance 2
p25351_i2	Mean ICVF in corticospinal tract on FA skeleton (left) | Instance 2
p25350_i2	Mean ICVF in corticospinal tract on FA skeleton (right) | Instance 2
p25377_i2	Mean ICVF in external capsule on FA skeleton (left) | Instance 2
p25376_i2	Mean ICVF in external capsule on FA skeleton (right) | Instance 2
p25383_i2	Mean ICVF in fornix cres+stria terminalis on FA skeleton (left) | Instance 2
p25382_i2	Mean ICVF in fornix cres+stria terminalis on FA skeleton (right) | Instance 2
p25349_i2	Mean ICVF in fornix on FA skeleton | Instance 2
p25346_i2	Mean ICVF in genu of corpus callosum on FA skeleton | Instance 2
p25355_i2	Mean ICVF in inferior cerebellar peduncle on FA skeleton (left) | Instance 2
p25354_i2	Mean ICVF in inferior cerebellar peduncle on FA skeleton (right) | Instance 2
p25353_i2	Mean ICVF in medial lemniscus on FA skeleton (left) | Instance 2
p25352_i2	Mean ICVF in medial lemniscus on FA skeleton (right) | Instance 2
p25344_i2	Mean ICVF in middle cerebellar peduncle on FA skeleton | Instance 2
p25345_i2	Mean ICVF in pontine crossing tract on FA skeleton | Instance 2
p25371_i2	Mean ICVF in posterior corona radiata on FA skeleton (left) | Instance 2
p25370_i2	Mean ICVF in posterior corona radiata on FA skeleton (right) | Instance 2
p25363_i2	Mean ICVF in posterior limb of internal capsule on FA skeleton (left) | Instance 2
p25362_i2	Mean ICVF in posterior limb of internal capsule on FA skeleton (right) | Instance 2
p25373_i2	Mean ICVF in posterior thalamic radiation on FA skeleton (left) | Instance 2
p25372_i2	Mean ICVF in posterior thalamic radiation on FA skeleton (right) | Instance 2
p25365_i2	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left) | Instance 2
p25364_i2	Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right) | Instance 2
p25375_i2	Mean ICVF in sagittal stratum on FA skeleton (left) | Instance 2
p25374_i2	Mean ICVF in sagittal stratum on FA skeleton (right) | Instance 2
p25348_i2	Mean ICVF in splenium of corpus callosum on FA skeleton | Instance 2
p25357_i2	Mean ICVF in superior cerebellar peduncle on FA skeleton (left) | Instance 2
p25356_i2	Mean ICVF in superior cerebellar peduncle on FA skeleton (right) | Instance 2
p25369_i2	Mean ICVF in superior corona radiata on FA skeleton (left) | Instance 2
p25368_i2	Mean ICVF in superior corona radiata on FA skeleton (right) | Instance 2
p25387_i2	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left) | Instance 2
p25386_i2	Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right) | Instance 2
p25385_i2	Mean ICVF in superior longitudinal fasciculus on FA skeleton (left) | Instance 2
p25384_i2	Mean ICVF in superior longitudinal fasciculus on FA skeleton (right) | Instance 2
p25391_i2	Mean ICVF in tapetum on FA skeleton (left) | Instance 2
p25390_i2	Mean ICVF in tapetum on FA skeleton (right) | Instance 2
p25389_i2	Mean ICVF in uncinate fasciculus on FA skeleton (left) | Instance 2
p25388_i2	Mean ICVF in uncinate fasciculus on FA skeleton (right) | Instance 2
p25463_i2	Mean ISOVF in anterior corona radiata on FA skeleton (left) | Instance 2
p25462_i2	Mean ISOVF in anterior corona radiata on FA skeleton (right) | Instance 2
p25457_i2	Mean ISOVF in anterior limb of internal capsule on FA skeleton (left) | Instance 2
p25456_i2	Mean ISOVF in anterior limb of internal capsule on FA skeleton (right) | Instance 2
p25443_i2	Mean ISOVF in body of corpus callosum on FA skeleton | Instance 2
p25455_i2	Mean ISOVF in cerebral peduncle on FA skeleton (left) | Instance 2
p25454_i2	Mean ISOVF in cerebral peduncle on FA skeleton (right) | Instance 2
p25475_i2	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left) | Instance 2
p25474_i2	Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right) | Instance 2
p25477_i2	Mean ISOVF in cingulum hippocampus on FA skeleton (left) | Instance 2
p25476_i2	Mean ISOVF in cingulum hippocampus on FA skeleton (right) | Instance 2
p25447_i2	Mean ISOVF in corticospinal tract on FA skeleton (left) | Instance 2
p25446_i2	Mean ISOVF in corticospinal tract on FA skeleton (right) | Instance 2
p25473_i2	Mean ISOVF in external capsule on FA skeleton (left) | Instance 2
p25472_i2	Mean ISOVF in external capsule on FA skeleton (right) | Instance 2
p25479_i2	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left) | Instance 2
p25478_i2	Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right) | Instance 2
p25445_i2	Mean ISOVF in fornix on FA skeleton | Instance 2
p25442_i2	Mean ISOVF in genu of corpus callosum on FA skeleton | Instance 2
p25451_i2	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left) | Instance 2
p25450_i2	Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right) | Instance 2
p25449_i2	Mean ISOVF in medial lemniscus on FA skeleton (left) | Instance 2
p25448_i2	Mean ISOVF in medial lemniscus on FA skeleton (right) | Instance 2
p25440_i2	Mean ISOVF in middle cerebellar peduncle on FA skeleton | Instance 2
p25441_i2	Mean ISOVF in pontine crossing tract on FA skeleton | Instance 2
p25467_i2	Mean ISOVF in posterior corona radiata on FA skeleton (left) | Instance 2
p25466_i2	Mean ISOVF in posterior corona radiata on FA skeleton (right) | Instance 2
p25459_i2	Mean ISOVF in posterior limb of internal capsule on FA skeleton (left) | Instance 2
p25458_i2	Mean ISOVF in posterior limb of internal capsule on FA skeleton (right) | Instance 2
p25469_i2	Mean ISOVF in posterior thalamic radiation on FA skeleton (left) | Instance 2
p25468_i2	Mean ISOVF in posterior thalamic radiation on FA skeleton (right) | Instance 2
p25461_i2	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left) | Instance 2
p25460_i2	Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right) | Instance 2
p25471_i2	Mean ISOVF in sagittal stratum on FA skeleton (left) | Instance 2
p25470_i2	Mean ISOVF in sagittal stratum on FA skeleton (right) | Instance 2
p25444_i2	Mean ISOVF in splenium of corpus callosum on FA skeleton | Instance 2
p25453_i2	Mean ISOVF in superior cerebellar peduncle on FA skeleton (left) | Instance 2
p25452_i2	Mean ISOVF in superior cerebellar peduncle on FA skeleton (right) | Instance 2
p25465_i2	Mean ISOVF in superior corona radiata on FA skeleton (left) | Instance 2
p25464_i2	Mean ISOVF in superior corona radiata on FA skeleton (right) | Instance 2
p25483_i2	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left) | Instance 2
p25482_i2	Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right) | Instance 2
p25481_i2	Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left) | Instance 2
p25480_i2	Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right) | Instance 2
p25487_i2	Mean ISOVF in tapetum on FA skeleton (left) | Instance 2
p25486_i2	Mean ISOVF in tapetum on FA skeleton (right) | Instance 2
p25485_i2	Mean ISOVF in uncinate fasciculus on FA skeleton (left) | Instance 2
p25484_i2	Mean ISOVF in uncinate fasciculus on FA skeleton (right) | Instance 2
p25223_i2	Mean L1 in anterior corona radiata on FA skeleton (left) | Instance 2
p25222_i2	Mean L1 in anterior corona radiata on FA skeleton (right) | Instance 2
p25217_i2	Mean L1 in anterior limb of internal capsule on FA skeleton (left) | Instance 2
p25216_i2	Mean L1 in anterior limb of internal capsule on FA skeleton (right) | Instance 2
p25203_i2	Mean L1 in body of corpus callosum on FA skeleton | Instance 2
p25215_i2	Mean L1 in cerebral peduncle on FA skeleton (left) | Instance 2
p25214_i2	Mean L1 in cerebral peduncle on FA skeleton (right) | Instance 2
p25235_i2	Mean L1 in cingulum cingulate gyrus on FA skeleton (left) | Instance 2
p25234_i2	Mean L1 in cingulum cingulate gyrus on FA skeleton (right) | Instance 2
p25237_i2	Mean L1 in cingulum hippocampus on FA skeleton (left) | Instance 2
p25236_i2	Mean L1 in cingulum hippocampus on FA skeleton (right) | Instance 2
p25207_i2	Mean L1 in corticospinal tract on FA skeleton (left) | Instance 2
p25206_i2	Mean L1 in corticospinal tract on FA skeleton (right) | Instance 2
p25233_i2	Mean L1 in external capsule on FA skeleton (left) | Instance 2
p25232_i2	Mean L1 in external capsule on FA skeleton (right) | Instance 2
p25239_i2	Mean L1 in fornix cres+stria terminalis on FA skeleton (left) | Instance 2
p25238_i2	Mean L1 in fornix cres+stria terminalis on FA skeleton (right) | Instance 2
p25205_i2	Mean L1 in fornix on FA skeleton | Instance 2
p25202_i2	Mean L1 in genu of corpus callosum on FA skeleton | Instance 2
p25211_i2	Mean L1 in inferior cerebellar peduncle on FA skeleton (left) | Instance 2
p25210_i2	Mean L1 in inferior cerebellar peduncle on FA skeleton (right) | Instance 2
p25209_i2	Mean L1 in medial lemniscus on FA skeleton (left) | Instance 2
p25208_i2	Mean L1 in medial lemniscus on FA skeleton (right) | Instance 2
p25200_i2	Mean L1 in middle cerebellar peduncle on FA skeleton | Instance 2
p25201_i2	Mean L1 in pontine crossing tract on FA skeleton | Instance 2
p25227_i2	Mean L1 in posterior corona radiata on FA skeleton (left) | Instance 2
p25226_i2	Mean L1 in posterior corona radiata on FA skeleton (right) | Instance 2
p25219_i2	Mean L1 in posterior limb of internal capsule on FA skeleton (left) | Instance 2
p25218_i2	Mean L1 in posterior limb of internal capsule on FA skeleton (right) | Instance 2
p25229_i2	Mean L1 in posterior thalamic radiation on FA skeleton (left) | Instance 2
p25228_i2	Mean L1 in posterior thalamic radiation on FA skeleton (right) | Instance 2
p25221_i2	Mean L1 in retrolenticular part of internal capsule on FA skeleton (left) | Instance 2
p25220_i2	Mean L1 in retrolenticular part of internal capsule on FA skeleton (right) | Instance 2
p25231_i2	Mean L1 in sagittal stratum on FA skeleton (left) | Instance 2
p25230_i2	Mean L1 in sagittal stratum on FA skeleton (right) | Instance 2
p25204_i2	Mean L1 in splenium of corpus callosum on FA skeleton | Instance 2
p25213_i2	Mean L1 in superior cerebellar peduncle on FA skeleton (left) | Instance 2
p25212_i2	Mean L1 in superior cerebellar peduncle on FA skeleton (right) | Instance 2
p25225_i2	Mean L1 in superior corona radiata on FA skeleton (left) | Instance 2
p25224_i2	Mean L1 in superior corona radiata on FA skeleton (right) | Instance 2
p25243_i2	Mean L1 in superior fronto-occipital fasciculus on FA skeleton (left) | Instance 2
p25242_i2	Mean L1 in superior fronto-occipital fasciculus on FA skeleton (right) | Instance 2
p25241_i2	Mean L1 in superior longitudinal fasciculus on FA skeleton (left) | Instance 2
p25240_i2	Mean L1 in superior longitudinal fasciculus on FA skeleton (right) | Instance 2
p25247_i2	Mean L1 in tapetum on FA skeleton (left) | Instance 2
p25246_i2	Mean L1 in tapetum on FA skeleton (right) | Instance 2
p25245_i2	Mean L1 in uncinate fasciculus on FA skeleton (left) | Instance 2
p25244_i2	Mean L1 in uncinate fasciculus on FA skeleton (right) | Instance 2
p25271_i2	Mean L2 in anterior corona radiata on FA skeleton (left) | Instance 2
p25270_i2	Mean L2 in anterior corona radiata on FA skeleton (right) | Instance 2
p25265_i2	Mean L2 in anterior limb of internal capsule on FA skeleton (left) | Instance 2
p25264_i2	Mean L2 in anterior limb of internal capsule on FA skeleton (right) | Instance 2
p25251_i2	Mean L2 in body of corpus callosum on FA skeleton | Instance 2
p25263_i2	Mean L2 in cerebral peduncle on FA skeleton (left) | Instance 2
p25262_i2	Mean L2 in cerebral peduncle on FA skeleton (right) | Instance 2
